mode,example,elapsed_ms
bidirectional+remove-redundant-sets+generate-less,ex,361
remove-redundant-parts+remove-redundant-sets+generate-less,ex,370
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,ex,355
smart-kleene-order,ex,366
bidirectional+smart-kleene-order,ex,364
remove-redundant-parts+smart-kleene-order,ex,371
bidirectional+remove-redundant-parts+smart-kleene-order,ex,367
remove-redundant-sets+smart-kleene-order,ex,373
bidirectional+remove-redundant-sets+smart-kleene-order,ex,365
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,ex,380
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,ex,392
generate-less+smart-kleene-order,ex,396
bidirectional+generate-less+smart-kleene-order,ex,403
remove-redundant-parts+generate-less+smart-kleene-order,ex,431
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,ex,418
remove-redundant-sets+generate-less+smart-kleene-order,ex,412
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,ex,391
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,ex,427
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,ex,417
regular,flag_non_ser,996
bidirectional,flag_non_ser,30004
remove-redundant-parts,flag_non_ser,725
bidirectional+remove-redundant-parts,flag_non_ser,30004
remove-redundant-sets,flag_non_ser,795
bidirectional+remove-redundant-sets,flag_non_ser,30003
remove-redundant-parts+remove-redundant-sets,flag_non_ser,715
bidirectional+remove-redundant-parts+remove-redundant-sets,flag_non_ser,30004
generate-less,flag_non_ser,966
bidirectional+generate-less,flag_non_ser,30003
remove-redundant-parts+generate-less,flag_non_ser,725
bidirectional+remove-redundant-parts+generate-less,flag_non_ser,30003
remove-redundant-sets+generate-less,flag_non_ser,680
bidirectional+remove-redundant-sets+generate-less,flag_non_ser,30004
remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser,875
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,flag_non_ser,30004
smart-kleene-order,flag_non_ser,673
bidirectional+smart-kleene-order,flag_non_ser,30003
remove-redundant-parts+smart-kleene-order,flag_non_ser,799
bidirectional+remove-redundant-parts+smart-kleene-order,flag_non_ser,30004
remove-redundant-sets+smart-kleene-order,flag_non_ser,740
bidirectional+remove-redundant-sets+smart-kleene-order,flag_non_ser,30004
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser,726
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,flag_non_ser,30005
generate-less+smart-kleene-order,flag_non_ser,711
bidirectional+generate-less+smart-kleene-order,flag_non_ser,30004
