mode,example,elapsed_ms
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith,10004
smart-kleene-order,fred_arith,8723
bidirectional+smart-kleene-order,fred_arith,10004
remove-redundant-parts+smart-kleene-order,fred_arith,8230
bidirectional+remove-redundant-parts+smart-kleene-order,fred_arith,10003
remove-redundant-sets+smart-kleene-order,fred_arith,8694
bidirectional+remove-redundant-sets+smart-kleene-order,fred_arith,10005
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred_arith,7877
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred_arith,10005
generate-less+smart-kleene-order,fred_arith,10004
bidirectional+generate-less+smart-kleene-order,fred_arith,10616
remove-redundant-parts+generate-less+smart-kleene-order,fred_arith,10051
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred_arith,10005
remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,10204
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,10004
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,9288
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred_arith,10259
regular,fred_arith_simplified_until_1,1989
bidirectional,fred_arith_simplified_until_1,2004
remove-redundant-parts,fred_arith_simplified_until_1,1889
bidirectional+remove-redundant-parts,fred_arith_simplified_until_1,1892
remove-redundant-sets,fred_arith_simplified_until_1,1952
bidirectional+remove-redundant-sets,fred_arith_simplified_until_1,1968
remove-redundant-parts+remove-redundant-sets,fred_arith_simplified_until_1,1943
bidirectional+remove-redundant-parts+remove-redundant-sets,fred_arith_simplified_until_1,1919
generate-less,fred_arith_simplified_until_1,1951
bidirectional+generate-less,fred_arith_simplified_until_1,1937
remove-redundant-parts+generate-less,fred_arith_simplified_until_1,1908
bidirectional+remove-redundant-parts+generate-less,fred_arith_simplified_until_1,1915
remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1874
bidirectional+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1924
remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,1982
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred_arith_simplified_until_1,2168
smart-kleene-order,fred_arith_simplified_until_1,1965
bidirectional+smart-kleene-order,fred_arith_simplified_until_1,1943
remove-redundant-parts+smart-kleene-order,fred_arith_simplified_until_1,1873
bidirectional+remove-redundant-parts+smart-kleene-order,fred_arith_simplified_until_1,1828
remove-redundant-sets+smart-kleene-order,fred_arith_simplified_until_1,1748
bidirectional+remove-redundant-sets+smart-kleene-order,fred_arith_simplified_until_1,1761
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred_arith_simplified_until_1,1740
